filepaths,age,gender,race
./data/UTKFace\24_0_0_20170117143518024.jpg.chip.jpg,2,0,0
./data/UTKFace\27_0_0_20170117144505322.jpg.chip.jpg,2,0,0
./data/UTKFace\29_1_1_20170109134854367.jpg.chip.jpg,2,1,1
./data/UTKFace\21_0_1_20170113180920187.jpg.chip.jpg,2,0,1
./data/UTKFace\28_1_2_20170116165530274.jpg.chip.jpg,2,1,2
./data/UTKFace\29_0_1_20170116202000095.jpg.chip.jpg,2,0,1
./data/UTKFace\28_0_4_20170109002937845.jpg.chip.jpg,2,0,4
./data/UTKFace\22_0_4_20170104011059408.jpg.chip.jpg,2,0,4
./data/UTKFace\25_1_1_20170112233635032.jpg.chip.jpg,2,1,1
./data/UTKFace\21_0_4_20161223214821265.jpg.chip.jpg,2,0,4
./data/UTKFace\26_1_2_20170116184512597.jpg.chip.jpg,2,1,2
./data/UTKFace\22_0_1_20170116214330918.jpg.chip.jpg,2,0,1
./data/UTKFace\26_0_1_20170116192814189.jpg.chip.jpg,2,0,1
./data/UTKFace\26_0_4_20170116182154649.jpg.chip.jpg,2,0,4
./data/UTKFace\23_0_2_20170116173007268.jpg.chip.jpg,2,0,2
./data/UTKFace\26_1_3_20170109134452703.jpg.chip.jpg,2,1,3
./data/UTKFace\29_1_0_20170117130557275.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_0_20170117003240286.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_3_20170109134536902.jpg.chip.jpg,2,1,3
./data/UTKFace\25_1_2_20170116165453584.jpg.chip.jpg,2,1,2
./data/UTKFace\24_0_4_20170115205946148.jpg.chip.jpg,2,0,4
./data/UTKFace\23_1_3_20170119164555733.jpg.chip.jpg,2,1,3
./data/UTKFace\26_1_1_20170112224805692.jpg.chip.jpg,2,1,1
./data/UTKFace\25_1_0_20170104183350805.jpg.chip.jpg,2,1,0
./data/UTKFace\28_1_2_20170116165514344.jpg.chip.jpg,2,1,2
./data/UTKFace\29_1_1_20170115234825058.jpg.chip.jpg,2,1,1
./data/UTKFace\23_1_4_20161223214747066.jpg.chip.jpg,2,1,4
./data/UTKFace\24_0_1_20170116002302626.jpg.chip.jpg,2,0,1
./data/UTKFace\20_1_3_20170117141108233.jpg.chip.jpg,2,1,3
./data/UTKFace\29_0_0_20170116192401102.jpg.chip.jpg,2,0,0
./data/UTKFace\26_1_4_20170117200419213.jpg.chip.jpg,2,1,4
./data/UTKFace\23_1_3_20170117144716562.jpg.chip.jpg,2,1,3
./data/UTKFace\22_1_2_20170104022012028.jpg.chip.jpg,2,1,2
./data/UTKFace\29_1_0_20170112235530689.jpg.chip.jpg,2,1,0
./data/UTKFace\27_0_0_20170103182122389.jpg.chip.jpg,2,0,0
./data/UTKFace\22_1_4_20170103223330567.jpg.chip.jpg,2,1,4
./data/UTKFace\29_0_3_20170119195112307.jpg.chip.jpg,2,0,3
./data/UTKFace\26_1_2_20170116184522640.jpg.chip.jpg,2,1,2
./data/UTKFace\26_0_0_20170120134634767.jpg.chip.jpg,2,0,0
./data/UTKFace\25_0_3_20170119144603197.jpg.chip.jpg,2,0,3
./data/UTKFace\26_1_1_20170113001925675.jpg.chip.jpg,2,1,1
./data/UTKFace\26_1_3_20170119193102258.jpg.chip.jpg,2,1,3
./data/UTKFace\26_1_3_20170119153816147.jpg.chip.jpg,2,1,3
./data/UTKFace\26_1_2_20170116175505151.jpg.chip.jpg,2,1,2
./data/UTKFace\28_0_0_20170105164905292.jpg.chip.jpg,2,0,0
./data/UTKFace\26_1_1_20170116232602440.jpg.chip.jpg,2,1,1
./data/UTKFace\28_1_3_20170104222837663.jpg.chip.jpg,2,1,3
./data/UTKFace\29_0_0_20170116221741960.jpg.chip.jpg,2,0,0
./data/UTKFace\26_1_3_20170119181305426.jpg.chip.jpg,2,1,3
./data/UTKFace\24_0_0_20170117150007795.jpg.chip.jpg,2,0,0
./data/UTKFace\22_1_3_20170104222126558.jpg.chip.jpg,2,1,3
./data/UTKFace\27_0_1_20170117013654319.jpg.chip.jpg,2,0,1
./data/UTKFace\28_0_3_20170119194506507.jpg.chip.jpg,2,0,3
./data/UTKFace\26_1_0_20170117174148184.jpg.chip.jpg,2,1,0
./data/UTKFace\25_1_4_20161223230018963.jpg.chip.jpg,2,1,4
./data/UTKFace\26_1_1_20170116232803092.jpg.chip.jpg,2,1,1
./data/UTKFace\25_1_2_20170104020655188.jpg.chip.jpg,2,1,2
./data/UTKFace\21_0_4_20161223214827816.jpg.chip.jpg,2,0,4
./data/UTKFace\22_0_4_20170103224652599.jpg.chip.jpg,2,0,4
./data/UTKFace\20_0_4_20170117193505639.jpg.chip.jpg,2,0,4
./data/UTKFace\26_0_3_20170117154708157.jpg.chip.jpg,2,0,3
./data/UTKFace\26_1_0_20170119180130438.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_3_20170119192129993.jpg.chip.jpg,2,1,3
./data/UTKFace\26_1_0_20170117174719206.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_3_20170119193139298.jpg.chip.jpg,2,1,3
./data/UTKFace\29_1_1_20170112211511508.jpg.chip.jpg,2,1,1
./data/UTKFace\26_0_0_20170117003319885.jpg.chip.jpg,2,0,0
./data/UTKFace\24_0_1_20170117134924378.jpg.chip.jpg,2,0,1
./data/UTKFace\27_0_0_20170117202125551.jpg.chip.jpg,2,0,0
./data/UTKFace\28_1_2_20170116164741320.jpg.chip.jpg,2,1,2
./data/UTKFace\22_1_3_20170117143720305.jpg.chip.jpg,2,1,3
./data/UTKFace\27_0_3_20170119193411154.jpg.chip.jpg,2,0,3
./data/UTKFace\28_1_3_20170104221016727.jpg.chip.jpg,2,1,3
./data/UTKFace\26_1_3_20170104223033351.jpg.chip.jpg,2,1,3
./data/UTKFace\24_1_3_20170104231426665.jpg.chip.jpg,2,1,3
./data/UTKFace\26_1_2_20170116163914678.jpg.chip.jpg,2,1,2
./data/UTKFace\27_0_3_20170119193238122.jpg.chip.jpg,2,0,3
./data/UTKFace\25_1_0_20170117145650515.jpg.chip.jpg,2,1,0
./data/UTKFace\20_1_0_20170105000707730.jpg.chip.jpg,2,1,0
./data/UTKFace\23_0_3_20170104230132313.jpg.chip.jpg,2,0,3
./data/UTKFace\25_1_1_20170112205209506.jpg.chip.jpg,2,1,1
./data/UTKFace\26_0_0_20170117195907555.jpg.chip.jpg,2,0,0
./data/UTKFace\20_0_0_20170117003449983.jpg.chip.jpg,2,0,0
./data/UTKFace\26_1_0_20170103180946896.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_0_20170117153202141.jpg.chip.jpg,2,1,0
./data/UTKFace\27_1_3_20170119194407555.jpg.chip.jpg,2,1,3
./data/UTKFace\26_0_2_20170116175942111.jpg.chip.jpg,2,0,2
./data/UTKFace\26_0_3_20170119180457602.jpg.chip.jpg,2,0,3
./data/UTKFace\26_1_3_20170119192255577.jpg.chip.jpg,2,1,3
./data/UTKFace\28_0_0_20170117180517775.jpg.chip.jpg,2,0,0
./data/UTKFace\27_1_0_20170103180510792.jpg.chip.jpg,2,1,0
./data/UTKFace\23_0_3_20170117144210931.jpg.chip.jpg,2,0,3
./data/UTKFace\28_0_3_20170119194929915.jpg.chip.jpg,2,0,3
./data/UTKFace\26_0_2_20170116182413642.jpg.chip.jpg,2,0,2
./data/UTKFace\28_0_3_20170119194806419.jpg.chip.jpg,2,0,3
./data/UTKFace\25_1_2_20170116175251901.jpg.chip.jpg,2,1,2
./data/UTKFace\26_1_1_20170116231444253.jpg.chip.jpg,2,1,1
./data/UTKFace\24_1_2_20170116174453096.jpg.chip.jpg,2,1,2
./data/UTKFace\22_0_1_20170113150439151.jpg.chip.jpg,2,0,1
./data/UTKFace\26_0_2_20170116183029241.jpg.chip.jpg,2,0,2
./data/UTKFace\26_1_1_20170112235940056.jpg.chip.jpg,2,1,1
./data/UTKFace\29_0_2_20170117130038591.jpg.chip.jpg,2,0,2
./data/UTKFace\24_1_3_20170104222658903.jpg.chip.jpg,2,1,3
./data/UTKFace\23_1_2_20170116173159012.jpg.chip.jpg,2,1,2
./data/UTKFace\26_1_0_20170103181852617.jpg.chip.jpg,2,1,0
./data/UTKFace\26_0_3_20170119191924624.jpg.chip.jpg,2,0,3
./data/UTKFace\29_0_1_20170117104606138.jpg.chip.jpg,2,0,1
./data/UTKFace\27_0_1_20170113133402529.jpg.chip.jpg,2,0,1
./data/UTKFace\28_0_4_20170109002923202.jpg.chip.jpg,2,0,4
./data/UTKFace\22_1_1_20170114025927882.jpg.chip.jpg,2,1,1
./data/UTKFace\26_0_0_20170117091437385.jpg.chip.jpg,2,0,0
./data/UTKFace\26_1_0_20170117201449668.jpg.chip.jpg,2,1,0
./data/UTKFace\22_1_4_20170103223042983.jpg.chip.jpg,2,1,4
./data/UTKFace\24_0_0_20170104230201657.jpg.chip.jpg,2,0,0
./data/UTKFace\28_1_0_20170105162552899.jpg.chip.jpg,2,1,0
./data/UTKFace\25_1_1_20170112231543709.jpg.chip.jpg,2,1,1
./data/UTKFace\24_0_0_20170117150015076.jpg.chip.jpg,2,0,0
./data/UTKFace\26_1_0_20170104021254429.jpg.chip.jpg,2,1,0
./data/UTKFace\26_0_1_20170116192339054.jpg.chip.jpg,2,0,1
./data/UTKFace\24_1_0_20170116222429652.jpg.chip.jpg,2,1,0
./data/UTKFace\22_0_1_20170113133320370.jpg.chip.jpg,2,0,1
./data/UTKFace\22_0_3_20170119162820341.jpg.chip.jpg,2,0,3
./data/UTKFace\28_1_3_20170109140238810.jpg.chip.jpg,2,1,3
./data/UTKFace\28_1_1_20170112234500344.jpg.chip.jpg,2,1,1
./data/UTKFace\28_0_2_20170116170900610.jpg.chip.jpg,2,0,2
./data/UTKFace\26_0_0_20170117172707381.jpg.chip.jpg,2,0,0
./data/UTKFace\24_0_0_20170117150120578.jpg.chip.jpg,2,0,0
./data/UTKFace\26_1_1_20170112213032340.jpg.chip.jpg,2,1,1
./data/UTKFace\29_1_3_20170104232621386.jpg.chip.jpg,2,1,3
./data/UTKFace\26_1_3_20170119193125362.jpg.chip.jpg,2,1,3
./data/UTKFace\24_0_1_20170120133915911.jpg.chip.jpg,2,0,1
./data/UTKFace\22_1_4_20170103233803763.jpg.chip.jpg,2,1,4
./data/UTKFace\26_0_1_20170116203829506.jpg.chip.jpg,2,0,1
./data/UTKFace\27_0_2_20170116165157609.jpg.chip.jpg,2,0,2
./data/UTKFace\22_0_0_20170117140942783.jpg.chip.jpg,2,0,0
./data/UTKFace\20_1_3_20170119153308793.jpg.chip.jpg,2,1,3
./data/UTKFace\29_0_1_20170117190315384.jpg.chip.jpg,2,0,1
./data/UTKFace\28_0_3_20170119194935947.jpg.chip.jpg,2,0,3
./data/UTKFace\25_1_3_20170104232025362.jpg.chip.jpg,2,1,3
./data/UTKFace\29_0_2_20170116163447230.jpg.chip.jpg,2,0,2
./data/UTKFace\29_1_1_20170112234045193.jpg.chip.jpg,2,1,1
./data/UTKFace\26_1_0_20170116184549800.jpg.chip.jpg,2,1,0
./data/UTKFace\22_1_0_20170109213059848.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_3_20170119193149977.jpg.chip.jpg,2,1,3
./data/UTKFace\26_1_1_20170112210636630.jpg.chip.jpg,2,1,1
./data/UTKFace\26_0_3_20170117154558934.jpg.chip.jpg,2,0,3
./data/UTKFace\23_1_2_20170116173239323.jpg.chip.jpg,2,1,2
./data/UTKFace\26_0_1_20170113151641880.jpg.chip.jpg,2,0,1
./data/UTKFace\26_0_1_20170116142927380.jpg.chip.jpg,2,0,1
./data/UTKFace\26_0_0_20170117173120220.jpg.chip.jpg,2,0,0
./data/UTKFace\26_1_0_20170117091325822.jpg.chip.jpg,2,1,0
./data/UTKFace\27_1_3_20170104231549626.jpg.chip.jpg,2,1,3
./data/UTKFace\29_1_0_20170109134431956.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_3_20170104222621671.jpg.chip.jpg,2,1,3
./data/UTKFace\27_0_4_20170117202055676.jpg.chip.jpg,2,0,4
./data/UTKFace\26_1_2_20170116182434267.jpg.chip.jpg,2,1,2
./data/UTKFace\26_1_2_20170116184448240.jpg.chip.jpg,2,1,2
./data/UTKFace\21_1_0_20170112233431458.jpg.chip.jpg,2,1,0
./data/UTKFace\24_1_2_20170116193511273.jpg.chip.jpg,2,1,2
./data/UTKFace\24_0_2_20170116161844819.jpg.chip.jpg,2,0,2
./data/UTKFace\21_0_4_20161223214813672.jpg.chip.jpg,2,0,4
./data/UTKFace\24_1_0_20170116220232605.jpg.chip.jpg,2,1,0
./data/UTKFace\27_0_1_20170113142300658.jpg.chip.jpg,2,0,1
./data/UTKFace\29_0_1_20170116182142032.jpg.chip.jpg,2,0,1
./data/UTKFace\26_1_2_20170117174716222.jpg.chip.jpg,2,1,2
./data/UTKFace\26_1_0_20170117201551622.jpg.chip.jpg,2,1,0
./data/UTKFace\22_1_2_20170116165605354.jpg.chip.jpg,2,1,2
./data/UTKFace\21_1_0_20170105183522855.jpg.chip.jpg,2,1,0
./data/UTKFace\24_1_4_20170103212802644.jpg.chip.jpg,2,1,4
./data/UTKFace\23_0_0_20170113210319753.jpg.chip.jpg,2,0,0
./data/UTKFace\25_1_3_20170104234854715.jpg.chip.jpg,2,1,3
./data/UTKFace\28_0_3_20170117180432854.jpg.chip.jpg,2,0,3
./data/UTKFace\25_1_3_20170119172135455.jpg.chip.jpg,2,1,3
./data/UTKFace\22_0_1_20170102233341092.jpg.chip.jpg,2,0,1
./data/UTKFace\25_0_0_20170117143251139.jpg.chip.jpg,2,0,0
./data/UTKFace\24_0_3_20170117150025331.jpg.chip.jpg,2,0,3
./data/UTKFace\28_0_1_20170116212304502.jpg.chip.jpg,2,0,1
./data/UTKFace\25_0_0_20170113210319573.jpg.chip.jpg,2,0,0
./data/UTKFace\26_0_2_20170116180352453.jpg.chip.jpg,2,0,2
./data/UTKFace\26_1_1_20170116224953528.jpg.chip.jpg,2,1,1
./data/UTKFace\23_1_3_20170119164602781.jpg.chip.jpg,2,1,3
./data/UTKFace\29_0_4_20170117202634086.jpg.chip.jpg,2,0,4
./data/UTKFace\29_1_0_20170116205802552.jpg.chip.jpg,2,1,0
./data/UTKFace\24_0_3_20170119165522935.jpg.chip.jpg,2,0,3
./data/UTKFace\25_1_0_20170103163218903.jpg.chip.jpg,2,1,0
./data/UTKFace\28_1_0_20170116223114979.jpg.chip.jpg,2,1,0
./data/UTKFace\25_1_3_20170104232002457.jpg.chip.jpg,2,1,3
./data/UTKFace\26_0_0_20170117171708077.jpg.chip.jpg,2,0,0
./data/UTKFace\24_1_3_20170104215731414.jpg.chip.jpg,2,1,3
./data/UTKFace\24_1_1_20170117022255162.jpg.chip.jpg,2,1,1
./data/UTKFace\23_1_4_20170117183858768.jpg.chip.jpg,2,1,4
./data/UTKFace\27_1_1_20170109131744869.jpg.chip.jpg,2,1,1
./data/UTKFace\22_1_2_20170104021940541.jpg.chip.jpg,2,1,2
./data/UTKFace\28_1_1_20170112234557232.jpg.chip.jpg,2,1,1
./data/UTKFace\26_1_1_20170113000258193.jpg.chip.jpg,2,1,1
./data/UTKFace\27_1_0_20170103163215342.jpg.chip.jpg,2,1,0
./data/UTKFace\26_0_4_20170117200102299.jpg.chip.jpg,2,0,4
./data/UTKFace\28_1_4_20170103181212270.jpg.chip.jpg,2,1,4
./data/UTKFace\29_1_1_20170112230631076.jpg.chip.jpg,2,1,1
./data/UTKFace\20_1_0_20170119153358328.jpg.chip.jpg,2,1,0
./data/UTKFace\24_1_2_20170104020359556.jpg.chip.jpg,2,1,2
./data/UTKFace\27_1_0_20170109013152498.jpg.chip.jpg,2,1,0
./data/UTKFace\20_0_1_20170113175209394.jpg.chip.jpg,2,0,1
./data/UTKFace\26_0_2_20170116182417422.jpg.chip.jpg,2,0,2
./data/UTKFace\24_1_2_20170116171557699.jpg.chip.jpg,2,1,2
./data/UTKFace\24_1_0_20170116222832772.jpg.chip.jpg,2,1,0
./data/UTKFace\21_1_2_20170116171507249.jpg.chip.jpg,2,1,2
./data/UTKFace\20_0_0_20170104230025073.jpg.chip.jpg,2,0,0
./data/UTKFace\29_0_0_20170117180936418.jpg.chip.jpg,2,0,0
./data/UTKFace\23_1_3_20170104231807345.jpg.chip.jpg,2,1,3
./data/UTKFace\24_1_3_20170104231923674.jpg.chip.jpg,2,1,3
./data/UTKFace\26_0_2_20170117201336782.jpg.chip.jpg,2,0,2
./data/UTKFace\25_1_0_20170117142815331.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_0_20170117094729864.jpg.chip.jpg,2,1,0
./data/UTKFace\28_1_0_20170105183923408.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_1_20170112213007903.jpg.chip.jpg,2,1,1
./data/UTKFace\24_1_2_20170116173503713.jpg.chip.jpg,2,1,2
./data/UTKFace\29_0_3_20170117180817266.jpg.chip.jpg,2,0,3
./data/UTKFace\27_0_3_20170119193156857.jpg.chip.jpg,2,0,3
./data/UTKFace\26_1_0_20170116153823864.jpg.chip.jpg,2,1,0
./data/UTKFace\29_1_0_20170109002758865.jpg.chip.jpg,2,1,0
./data/UTKFace\26_0_0_20170117173447156.jpg.chip.jpg,2,0,0
./data/UTKFace\25_1_0_20170111182452788.jpg.chip.jpg,2,1,0
./data/UTKFace\23_1_0_20170104021538021.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_2_20170117201843503.jpg.chip.jpg,2,1,2
./data/UTKFace\23_0_0_20170117144116074.jpg.chip.jpg,2,0,0
./data/UTKFace\25_1_3_20170117152032667.jpg.chip.jpg,2,1,3
./data/UTKFace\28_1_1_20170112222231219.jpg.chip.jpg,2,1,1
./data/UTKFace\26_0_2_20170117172618124.jpg.chip.jpg,2,0,2
./data/UTKFace\24_1_2_20170104021559044.jpg.chip.jpg,2,1,2
./data/UTKFace\22_0_1_20170113133336209.jpg.chip.jpg,2,0,1
./data/UTKFace\28_0_2_20170116162117606.jpg.chip.jpg,2,0,2
./data/UTKFace\26_1_3_20170104222855375.jpg.chip.jpg,2,1,3
./data/UTKFace\25_1_2_20170116175251099.jpg.chip.jpg,2,1,2
./data/UTKFace\23_1_0_20170116222839270.jpg.chip.jpg,2,1,0
./data/UTKFace\28_0_3_20170119211746169.jpg.chip.jpg,2,0,3
./data/UTKFace\25_1_0_20170113005444622.jpg.chip.jpg,2,1,0
./data/UTKFace\27_0_0_20170116204136393.jpg.chip.jpg,2,0,0
./data/UTKFace\23_1_0_20170104020712460.jpg.chip.jpg,2,1,0
./data/UTKFace\25_1_0_20170116205342932.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_0_20170104235143076.jpg.chip.jpg,2,1,0
./data/UTKFace\24_1_0_20170117145431948.jpg.chip.jpg,2,1,0
./data/UTKFace\25_0_0_20170116222936983.jpg.chip.jpg,2,0,0
./data/UTKFace\29_0_4_20170104200625561.jpg.chip.jpg,2,0,4
./data/UTKFace\26_1_0_20170117091649819.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_3_20170117154635126.jpg.chip.jpg,2,1,3
./data/UTKFace\25_1_3_20170119151009470.jpg.chip.jpg,2,1,3
./data/UTKFace\23_0_4_20170102233413972.jpg.chip.jpg,2,0,4
./data/UTKFace\26_1_3_20170117091754898.jpg.chip.jpg,2,1,3
./data/UTKFace\27_0_0_20170117175631490.jpg.chip.jpg,2,0,0
./data/UTKFace\28_0_0_20170103181320400.jpg.chip.jpg,2,0,0
./data/UTKFace\26_1_0_20170117003218198.jpg.chip.jpg,2,1,0
./data/UTKFace\28_1_1_20170113012538431.jpg.chip.jpg,2,1,1
./data/UTKFace\26_1_2_20170116182624014.jpg.chip.jpg,2,1,2
./data/UTKFace\29_0_1_20170117104538522.jpg.chip.jpg,2,0,1
./data/UTKFace\26_1_2_20170117175135184.jpg.chip.jpg,2,1,2
./data/UTKFace\26_1_1_20170112210539725.jpg.chip.jpg,2,1,1
./data/UTKFace\23_1_1_20170113010507311.jpg.chip.jpg,2,1,1
./data/UTKFace\20_1_1_20170112231744071.jpg.chip.jpg,2,1,1
./data/UTKFace\26_1_3_20170104215700398.jpg.chip.jpg,2,1,3
./data/UTKFace\23_1_3_20170119164541157.jpg.chip.jpg,2,1,3
./data/UTKFace\26_0_0_20170113210319790.jpg.chip.jpg,2,0,0
./data/UTKFace\21_1_4_20170103224431735.jpg.chip.jpg,2,1,4
./data/UTKFace\26_1_3_20170104214731389.jpg.chip.jpg,2,1,3
./data/UTKFace\27_0_1_20170117164420634.jpg.chip.jpg,2,0,1
./data/UTKFace\24_1_0_20170105003235308.jpg.chip.jpg,2,1,0
./data/UTKFace\25_1_3_20170104234936774.jpg.chip.jpg,2,1,3
./data/UTKFace\29_1_1_20170117123750232.jpg.chip.jpg,2,1,1
./data/UTKFace\26_0_1_20170113151659634.jpg.chip.jpg,2,0,1
./data/UTKFace\22_0_0_20170114025946539.jpg.chip.jpg,2,0,0
./data/UTKFace\22_1_4_20170103223405215.jpg.chip.jpg,2,1,4
./data/UTKFace\29_0_0_20170102233617277.jpg.chip.jpg,2,0,0
./data/UTKFace\22_0_3_20170119160410155.jpg.chip.jpg,2,0,3
./data/UTKFace\29_1_0_20170103180724800.jpg.chip.jpg,2,1,0
./data/UTKFace\24_1_2_20170116174805466.jpg.chip.jpg,2,1,2
./data/UTKFace\28_0_0_20170116193347672.jpg.chip.jpg,2,0,0
./data/UTKFace\23_1_4_20170117194143181.jpg.chip.jpg,2,1,4
./data/UTKFace\25_1_3_20170117151955147.jpg.chip.jpg,2,1,3
./data/UTKFace\28_1_1_20170116021913149.jpg.chip.jpg,2,1,1
./data/UTKFace\24_1_1_20170117013833600.jpg.chip.jpg,2,1,1
./data/UTKFace\20_0_1_20170116204110339.jpg.chip.jpg,2,0,1
./data/UTKFace\29_1_1_20170114024736192.jpg.chip.jpg,2,1,1
./data/UTKFace\26_1_3_20170104222936409.jpg.chip.jpg,2,1,3
./data/UTKFace\25_0_3_20170119171741311.jpg.chip.jpg,2,0,3
./data/UTKFace\26_1_1_20170112213310815.jpg.chip.jpg,2,1,1
./data/UTKFace\27_1_0_20170116221836595.jpg.chip.jpg,2,1,0
./data/UTKFace\28_1_1_20170113005333198.jpg.chip.jpg,2,1,1
./data/UTKFace\26_0_1_20170116024841535.jpg.chip.jpg,2,0,1
./data/UTKFace\23_0_1_20170113133833362.jpg.chip.jpg,2,0,1
./data/UTKFace\27_1_4_20170103182145377.jpg.chip.jpg,2,1,4
./data/UTKFace\24_1_3_20170117150528724.jpg.chip.jpg,2,1,3
./data/UTKFace\24_1_3_20170119171022544.jpg.chip.jpg,2,1,3
./data/UTKFace\22_1_3_20170104232458346.jpg.chip.jpg,2,1,3
./data/UTKFace\29_0_1_20170117095826375.jpg.chip.jpg,2,0,1
./data/UTKFace\21_1_0_20170117142341545.jpg.chip.jpg,2,1,0
./data/UTKFace\26_0_0_20170116205259187.jpg.chip.jpg,2,0,0
./data/UTKFace\29_1_2_20170116161428854.jpg.chip.jpg,2,1,2
./data/UTKFace\21_1_1_20170112202846794.jpg.chip.jpg,2,1,1
./data/UTKFace\28_0_3_20170119194935202.jpg.chip.jpg,2,0,3
./data/UTKFace\29_0_1_20170117180836731.jpg.chip.jpg,2,0,1
./data/UTKFace\28_0_0_20170117180153864.jpg.chip.jpg,2,0,0
./data/UTKFace\25_1_0_20170103175619551.jpg.chip.jpg,2,1,0
./data/UTKFace\23_0_4_20170117194059597.jpg.chip.jpg,2,0,4
./data/UTKFace\25_1_3_20170109213212198.jpg.chip.jpg,2,1,3
./data/UTKFace\24_1_3_20170119171020639.jpg.chip.jpg,2,1,3
./data/UTKFace\24_1_2_20170116172555595.jpg.chip.jpg,2,1,2
./data/UTKFace\25_0_0_20170116223117663.jpg.chip.jpg,2,0,0
./data/UTKFace\27_1_0_20170116171141861.jpg.chip.jpg,2,1,0
./data/UTKFace\28_1_1_20170112204434315.jpg.chip.jpg,2,1,1
./data/UTKFace\29_0_1_20170113133129655.jpg.chip.jpg,2,0,1
./data/UTKFace\28_0_3_20170104220258078.jpg.chip.jpg,2,0,3
./data/UTKFace\28_1_1_20170109132457432.jpg.chip.jpg,2,1,1
./data/UTKFace\28_0_1_20170113155441306.jpg.chip.jpg,2,0,1
./data/UTKFace\23_1_2_20170116173106418.jpg.chip.jpg,2,1,2
./data/UTKFace\29_0_1_20170117185756118.jpg.chip.jpg,2,0,1
./data/UTKFace\24_1_1_20170112234357224.jpg.chip.jpg,2,1,1
./data/UTKFace\23_0_2_20170107213747034.jpg.chip.jpg,2,0,2
./data/UTKFace\23_1_0_20170117194120347.jpg.chip.jpg,2,1,0
./data/UTKFace\22_1_4_20161223225936076.jpg.chip.jpg,2,1,4
./data/UTKFace\27_1_0_20170103223625383.jpg.chip.jpg,2,1,0
./data/UTKFace\22_0_0_20170105161701210.jpg.chip.jpg,2,0,0
./data/UTKFace\25_1_3_20170119171211913.jpg.chip.jpg,2,1,3
./data/UTKFace\26_1_0_20170117170847202.jpg.chip.jpg,2,1,0
./data/UTKFace\29_1_2_20170105165156291.jpg.chip.jpg,2,1,2
./data/UTKFace\28_0_3_20170104215712759.jpg.chip.jpg,2,0,3
./data/UTKFace\25_1_2_20170116002224696.jpg.chip.jpg,2,1,2
./data/UTKFace\27_1_0_20170117120616194.jpg.chip.jpg,2,1,0
./data/UTKFace\28_0_3_20170119194502757.jpg.chip.jpg,2,0,3
./data/UTKFace\21_1_0_20170104234933489.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_1_20170112213041903.jpg.chip.jpg,2,1,1
./data/UTKFace\24_1_0_20170103180601840.jpg.chip.jpg,2,1,0
./data/UTKFace\25_1_2_20170104020903060.jpg.chip.jpg,2,1,2
./data/UTKFace\22_0_4_20161221200222680.jpg.chip.jpg,2,0,4
./data/UTKFace\23_1_2_20170116173145383.jpg.chip.jpg,2,1,2
./data/UTKFace\22_1_0_20170117193908380.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_0_20170117091659319.jpg.chip.jpg,2,1,0
./data/UTKFace\26_1_1_20170113000646211.jpg.chip.jpg,2,1,1
./data/UTKFace\22_1_3_20170119163028157.jpg.chip.jpg,2,1,3
./data/UTKFace\25_1_0_20170117142737553.jpg.chip.jpg,2,1,0
./data/UTKFace\21_1_4_20170103223150726.jpg.chip.jpg,2,1,4
./data/UTKFace\24_1_4_20170103224531167.jpg.chip.jpg,2,1,4
./data/UTKFace\26_1_0_20170117171447434.jpg.chip.jpg,2,1,0
./data/UTKFace\25_1_0_20170117143952249.jpg.chip.jpg,2,1,0
./data/UTKFace\28_0_1_20170117015441625.jpg.chip.jpg,2,0,1
./data/UTKFace\24_0_0_20170119150204399.jpg.chip.jpg,2,0,0
./data/UTKFace\27_1_1_20170117165219530.jpg.chip.jpg,2,1,1
./data/UTKFace\26_1_1_20170116153217708.jpg.chip.jpg,2,1,1
./data/UTKFace\29_1_3_20170104235317706.jpg.chip.jpg,2,1,3
./data/UTKFace\28_0_1_20170113141527026.jpg.chip.jpg,2,0,1
./data/UTKFace\28_0_1_20170117015458481.jpg.chip.jpg,2,0,1
./data/UTKFace\25_1_1_20170112235144082.jpg.chip.jpg,2,1,1
./data/UTKFace\24_0_3_20170119165651324.jpg.chip.jpg,2,0,3
./data/UTKFace\24_1_1_20170112234416328.jpg.chip.jpg,2,1,1
./data/UTKFace\22_0_1_20170113150441654.jpg.chip.jpg,2,0,1
./data/UTKFace\26_1_1_20170112210240181.jpg.chip.jpg,2,1,1
./data/UTKFace\26_0_1_20170116210257827.jpg.chip.jpg,2,0,1
./data/UTKFace\26_0_3_20170116232725357.jpg.chip.jpg,2,0,3
./data/UTKFace\26_0_2_20170116165230359.jpg.chip.jpg,2,0,2
